iterations, fitness, time, fevals
0,72.0,0.391417528,8451633
100,72.0,0.775972226,8471833
200,72.0,1.16701858,8492033
300,72.0,1.545477444,8512233
400,72.0,1.936011512,8532433
500,72.0,2.325329808,8552633
600,72.0,2.714948417,8572833
700,72.0,3.091374652,8593033
800,72.0,3.479589047,8613233
900,72.0,3.86459187,8633433
1000,72.0,4.26461224,8653633
1100,72.0,4.634585823,8673833
1200,72.0,5.02063987,8694033
1300,72.0,5.407240624,8714233
1400,72.0,5.793877257,8734433
1500,72.0,6.161422074,8754633
1600,72.0,6.548976173,8774833
1700,72.0,6.939729308,8795033
1800,72.0,7.311687958,8815233
1900,72.0,7.733178649,8835433
2000,72.0,8.155760419,8855633
2100,72.0,8.564471173,8875833
2200,72.0,8.95879436,8896033
2300,72.0,9.360683068,8916233
2400,72.0,9.747673944,8936433
2500,72.0,10.128443254,8956633
2600,72.0,10.533767773,8976833
2700,72.0,10.922472226,8997033
2800,72.0,11.307296266,9017233
2900,72.0,11.690979906,9037433
3000,72.0,12.060819934,9057633
3100,72.0,12.463390823,9077833
3200,72.0,12.847908282,9098033
3300,72.0,13.242820735,9118233
3400,72.0,13.618811305,9138433
3500,72.0,14.02103023,9158633
3600,72.0,14.406352093,9178833
3700,72.0,14.78695216,9199033
3800,72.0,15.158875746,9219233
3900,72.0,15.550991312,9239433
4000,72.0,15.937078523,9259633
4100,72.0,16.308751997,9279833
4200,72.0,16.699394752,9300033
4300,72.0,17.08361325,9320233
4400,72.0,17.469973651,9340433
4500,72.0,17.842783485,9360633
4600,72.0,18.226286957,9380833
4700,72.0,18.626400879,9401033
4800,72.0,19.003020253,9421233
4900,72.0,19.377840466,9441433
5000,72.0,19.760773807,9461633
5100,72.0,20.156146147,9481833
5200,72.0,20.52346241,9502033
5300,72.0,20.905123926,9522233
5400,72.0,21.296640899,9542433
5500,72.0,21.681492971,9562633
5600,72.0,22.056808398,9582833
5700,72.0,22.44153079,9603033
5800,72.0,22.818735651,9623233
5900,72.0,23.201560698,9643433
6000,72.0,23.585505013,9663633
6100,72.0,23.979262233,9683833
6200,72.0,24.39436352,9704033
6300,72.0,24.781990901,9724233
6400,72.0,25.173484583,9744433
6500,72.0,25.556706342,9764633
6600,72.0,25.933253985,9784833
6700,72.0,26.307416696,9805033
6800,72.0,26.700445127,9825233
6900,72.0,27.081283603,9845433
7000,72.0,27.463045045,9865633
7100,72.0,27.842456373,9885833
7200,72.0,28.24923979,9906033
7300,72.0,28.637870989,9926233
7400,72.0,29.016414593,9946433
7500,72.0,29.394361664,9966633
7600,72.0,29.790644799,9986833
7700,72.0,30.175916845,10007033
7800,72.0,30.564347757,10027233
7900,72.0,30.93317187,10047433
8000,72.0,31.329241358,10067633
8100,72.0,31.71348892,10087833
8200,72.0,32.08547286,10108033
8300,72.0,32.46105221,10128233
8400,72.0,32.853559572,10148433
8500,72.0,33.236443747,10168633
8600,72.0,33.614930993,10188833
8700,72.0,33.991213144,10209033
8800,72.0,34.380164175,10229233
8900,72.0,34.763154246,10249433
9000,72.0,35.14952647,10269633
9100,72.0,35.531312464,10289833
9200,72.0,35.903117154,10310033
9300,72.0,36.291456728,10330233
9400,72.0,36.673014687,10350433
9500,72.0,37.056769432,10370633
9600,72.0,37.434190199,10390833
9700,72.0,37.831803964,10411033
9800,72.0,38.217360042,10431233
9900,72.0,38.604046772,10451433
10000,72.0,38.992838598,10471633
