iterations, fitness, time, fevals
0,77.0,0.470886317,3368150
100,77.0,0.909979923,3388350
200,77.0,1.351277807,3408550
300,77.0,1.799077097,3428750
400,77.0,2.237581849,3448950
500,77.0,2.674527299,3469150
600,77.0,3.142952625,3489350
700,77.0,3.593969546,3509550
800,77.0,4.021978632,3529750
900,77.0,4.459266044,3549950
1000,77.0,4.9615619,3570150
1100,77.0,5.458322168,3590350
1200,77.0,5.919635455,3610550
1300,77.0,6.401086673,3630750
1400,77.0,6.879815922,3650950
1500,77.0,7.334090618,3671150
1600,77.0,7.760943578,3691350
1700,77.0,8.311910825,3711550
1800,77.0,8.779115125,3731750
1900,77.0,9.236074345,3751950
2000,77.0,9.765545778,3772150
2100,77.0,10.211098919,3792350
2200,77.0,10.651283904,3812550
2300,77.0,11.113934762,3832750
2400,77.0,11.570845579,3852950
2500,77.0,12.055018791,3873150
2600,77.0,12.616348538,3893350
2700,77.0,13.069941867,3913550
2800,77.0,13.581580148,3933750
2900,77.0,14.003454768,3953950
3000,77.0,14.475381965,3974150
3100,77.0,14.928216207,3994350
3200,77.0,15.342702703,4014550
3300,77.0,15.794974627,4034750
3400,77.0,16.24149992,4054950
3500,77.0,16.682256886,4075150
3600,77.0,17.144035107,4095350
3700,77.0,17.642147887,4115550
3800,77.0,18.088639809,4135750
3900,77.0,18.539774867,4155950
4000,77.0,18.983600222,4176150
4100,77.0,19.406074464,4196350
4200,77.0,19.832950007,4216550
4300,77.0,20.246966656,4236750
4400,77.0,20.670325103,4256950
4500,77.0,21.101673869,4277150
4600,77.0,21.52047548,4297350
4700,77.0,21.944158823,4317550
4800,77.0,22.368834074,4337750
4900,77.0,22.801948018,4357950
5000,77.0,23.245565845,4378150
