iteration,MSE_train,MSE_test,acc_train,acc_tst,elapsed
0,0.329758713047,0.342767295591,0.340482573727,0.314465408805,0.169215515
10,0.329700381193,0.338535843687,0.324396782842,0.308176100629,2.040774332
20,0.170241286863,0.157232704403,0.659517426273,0.685534591195,4.017911406
30,0.170241205975,0.160374615082,0.659517426273,0.679245283019,5.994971912
40,0.154425826724,0.178935933274,0.680965147453,0.622641509434,8.031173301
50,0.150064951755,0.162811142728,0.69436997319,0.654088050314,10.005849971
60,0.146861499873,0.138151936439,0.702412868633,0.716981132075,11.995210041
70,0.170241286863,0.157232704403,0.659517426273,0.685534591195,13.882588628
80,0.329758713137,0.342767295597,0.340482573727,0.314465408805,15.811525935
90,0.151052286,0.170252892963,0.686327077748,0.62893081761,17.763849179
100,0.148249815313,0.136103786412,0.69436997319,0.723270440252,19.684925146
110,0.166913122488,0.153043244223,0.662198391421,0.691823899371,21.595835075
120,0.150373226717,0.160354054937,0.691689008043,0.672955974843,23.521543414
130,0.146807643356,0.138291366528,0.702412868633,0.716981132075,25.5667044
140,0.146696239718,0.137196868457,0.70509383378,0.716981132075,27.593971172
150,0.146807643356,0.138291366528,0.702412868633,0.716981132075,29.56225864
160,0.148534753256,0.159220629868,0.69436997319,0.672955974843,31.444836687
170,0.170241286863,0.157232704403,0.659517426273,0.685534591195,33.455809012
180,0.145008046693,0.138063474167,0.702412868633,0.716981132075,35.344856918
190,0.150210427906,0.162395719214,0.697050938338,0.660377358491,37.240836537
200,0.14878636113,0.136004802064,0.697050938338,0.729559748428,39.146265558
210,0.142432784648,0.138589250807,0.710455764075,0.723270440252,41.041734259
220,0.147069015899,0.137374058995,0.702412868633,0.716981132075,42.983498293
230,0.143067324353,0.138508393499,0.713136729223,0.723270440252,44.90158894
240,0.148702684394,0.136965337638,0.699731903485,0.723270440252,46.89054856
250,0.142309298282,0.138265497014,0.710455764075,0.723270440252,48.844737396
260,0.142726396973,0.137481551407,0.70509383378,0.723270440252,50.893374429
270,0.1440488134,0.138971320097,0.707774798928,0.716981132075,52.853181047
280,0.142254768453,0.137985380078,0.71581769437,0.723270440252,54.753126967
290,0.142014610729,0.137710705473,0.713136729223,0.723270440252,56.618316062
300,0.142625388248,0.137727643164,0.707774798928,0.723270440252,58.511646236
310,0.142762192832,0.138631414714,0.707774798928,0.723270440252,60.473580889
320,0.14921807265,0.137864174391,0.69436997319,0.716981132075,62.450412944
330,0.147208681499,0.139003558354,0.702412868633,0.716981132075,64.487672505
340,0.143252261865,0.139283516951,0.710455764075,0.716981132075,66.390102526
350,0.158202682069,0.144598512163,0.680965147453,0.710691823899,68.356114038
360,0.148776565249,0.136417208531,0.697050938338,0.716981132075,70.235657574
370,0.144217332585,0.138473173476,0.70509383378,0.716981132075,72.27547169
380,0.14425680617,0.137878875706,0.70509383378,0.716981132075,74.223046627
390,0.146280694241,0.139641600488,0.70509383378,0.716981132075,76.132328746
