iterations, fitness, time, fevals
0,44.0,0.005959793,101
100,44.0,0.009324791,201
200,44.0,0.011458263,301
300,44.0,0.012342731,401
400,44.0,0.013033552,501
500,44.0,0.013860257,601
600,44.0,0.014613895,701
700,44.0,0.015215199,801
800,44.0,0.016104622,901
900,44.0,0.017053531,1001
1000,44.0,0.017865106,1101
1100,44.0,0.018861735,1201
1200,44.0,0.019752647,1301
1300,44.0,0.020989861,1401
1400,44.0,0.021723494,1501
1500,44.0,0.024064133,1601
1600,44.0,0.024681068,1701
1700,44.0,0.025692924,1801
1800,44.0,0.026502012,1901
1900,44.0,0.02740745,2001
2000,44.0,0.028201597,2101
2100,44.0,0.029226406,2201
2200,44.0,0.030347246,2301
2300,44.0,0.031631162,2401
2400,44.0,0.032913546,2501
2500,44.0,0.033756343,2601
2600,44.0,0.034840502,2701
2700,44.0,0.114809263,2801
2800,44.0,0.115734592,2901
2900,44.0,0.116649897,3001
3000,44.0,0.117353519,3101
3100,44.0,0.118153268,3201
3200,44.0,0.118877168,3301
3300,44.0,0.119719106,3401
3400,44.0,0.120420568,3501
3500,44.0,0.121427266,3601
3600,44.0,0.122199638,3701
3700,44.0,0.122816916,3801
3800,44.0,0.12360362,3901
3900,44.0,0.124673797,4001
4000,44.0,0.125836578,4101
4100,44.0,0.126908061,4201
4200,44.0,0.127923878,4301
4300,44.0,0.129133505,4401
4400,44.0,0.129793507,4501
4500,44.0,0.130787746,4601
4600,44.0,0.131259342,4701
4700,44.0,0.131543412,4801
4800,44.0,0.131934095,4901
4900,44.0,0.132216867,5001
5000,44.0,0.132530872,5101
