iterations,fitness,time,fevals
0,0.0203493902258,0.003014293,11
10,0.0195444632882,0.004342381,21
20,0.0187811768941,0.005433995,31
30,0.0183442670374,0.006007198,41
40,0.0192274420042,0.006319908,51
50,0.0196017007105,0.006581527,61
60,0.0182298552816,0.006986093,71
70,0.0185525255315,0.007245177,81
80,0.0192119118902,0.007493584,91
90,0.0185103334983,0.007750773,101
100,0.0185707339325,0.008022666,111
110,0.0192673070788,0.008278857,121
120,0.0199157275698,0.00855106,131
130,0.0208647301854,0.008812825,141
140,0.0224363957549,0.009084266,151
150,0.0226961574007,0.009747974,161
160,0.0233008987522,0.00995606,171
170,0.0238043930701,0.010092167,181
180,0.0241608076871,0.010225674,191
190,0.024427851291,0.010377633,201
200,0.0247429158101,0.011002677,211
210,0.0258655529836,0.01116885,221
220,0.0260707416834,0.011352256,231
230,0.0264032834217,0.01150752,241
240,0.0265949487425,0.011669569,251
250,0.0267698647103,0.011801151,261
260,0.0267698647103,0.011935311,271
270,0.0268073004772,0.012127378,281
280,0.0269281200898,0.012316333,291
290,0.0271961752656,0.012547831,301
300,0.0282531024458,0.012836757,311
310,0.028385484715,0.012992506,321
320,0.0285752539083,0.01313855,331
330,0.0286812279099,0.013288133,341
340,0.0288557340602,0.013423489,351
350,0.028860050461,0.013578496,361
360,0.0290321179516,0.013699901,371
370,0.0294312721797,0.013833934,381
380,0.0299203549601,0.013958766,391
390,0.0299203549601,0.014096632,401
400,0.030339961512,0.014224001,411
410,0.0305201032807,0.014366096,421
420,0.0306969600411,0.014490469,431
430,0.0309869235852,0.014612878,441
440,0.0314014025471,0.014735635,451
450,0.0314014025471,0.014854811,461
460,0.031552843555,0.01500614,471
470,0.0317325348071,0.015159563,481
480,0.0320091976309,0.015327414,491
490,0.0320398638144,0.015477663,501
500,0.0322827399369,0.015604863,511
510,0.0322998415575,0.015831299,521
520,0.032356761832,0.015967058,531
530,0.0326694023401,0.016150957,541
540,0.0326694023401,0.01642119,551
550,0.032794652815,0.01660676,561
560,0.032794652815,0.01672148,571
570,0.032794652815,0.016856634,581
580,0.0331067293087,0.016999592,591
590,0.0342000041819,0.017195152,601
600,0.0342000041819,0.017571199,611
610,0.0347171130129,0.018075504,621
620,0.0351166823377,0.018249169,631
630,0.0351166823377,0.018378322,641
640,0.0351166823377,0.018486991,651
650,0.0358987448225,0.018603967,661
660,0.0361956922975,0.018738194,671
670,0.0361956922975,0.018845766,681
680,0.0361956922975,0.018952873,691
