iterations,fitness,time,fevals
0,0.0215532903348,1.852014048,1000
10,0.0231281267395,3.637804265,2100
20,0.0237988301491,5.403784476,3200
30,0.0238891805359,7.205054252,4300
40,0.0243100332034,8.971620001,5400
50,0.0256333704664,10.748304451,6500
60,0.0273676689955,12.719343699,7600
70,0.0262226063019,14.507693898,8700
80,0.0295173080126,16.30213758,9800
90,0.0280103812272,18.101958855,10900
100,0.0316028077432,19.934017183,12000
110,0.0325726706486,21.724023803,13100
120,0.0313345498139,23.467459492,14200
130,0.0325677683458,25.187663252,15300
140,0.0329269477349,27.034066228,16400
150,0.0321288730868,28.837979707,17500
160,0.0320517578181,30.582179499,18600
170,0.0337396124941,32.316512509,19700
180,0.0332668519269,34.093613964,20800
190,0.0326546843809,35.882012541,21900
200,0.0324787012243,37.644885308,23000
210,0.0346129679424,39.418433421,24100
220,0.0336040720089,41.182722555,25200
230,0.0327630556465,42.972005544,26300
240,0.036067639934,44.751383657,27400
250,0.0331017440137,46.589891261,28500
260,0.0335968750333,48.409455044,29600
270,0.0348991412492,50.259418615,30700
280,0.0346333242344,52.143225157,31800
290,0.0356604140356,53.922022765,32900
300,0.0342856926908,55.682089991,34000
310,0.0351717155423,57.426364822,35100
320,0.0356798354718,59.179083729,36200
330,0.0341950562359,60.946171689,37300
340,0.0343039735193,62.678197052,38400
350,0.0333420182155,64.434807357,39500
360,0.035956947834,66.250191624,40600
370,0.0346752102182,68.059459332,41700
380,0.0346623783788,69.866443113,42800
390,0.0363698640835,71.658057256,43900
400,0.0334047219343,73.484155617,45000
410,0.0353600238713,75.519433571,46100
420,0.0338890680084,77.327780964,47200
430,0.0346566953408,79.052413531,48300
440,0.0345748533144,80.605936376,49400
450,0.0343675426999,82.094372292,50500
460,0.035252139079,83.560002403,51600
470,0.0364750631965,85.080328728,52700
480,0.0343194754435,86.625953679,53800
490,0.0357132435798,88.451524419,54900
500,0.0339934371579,90.033917132,56000
510,0.0365572124617,91.750431096,57100
520,0.0351558771162,93.372685979,58200
530,0.0349129351134,94.955228692,59300
540,0.0354689771074,96.541605526,60400
550,0.036098517713,98.288188718,61500
560,0.0341764404193,99.803959135,62600
570,0.0328824960245,101.294129322,63700
580,0.0349971420566,103.054877926,64800
590,0.0335350327903,104.549358434,65900
600,0.0352155829163,106.052480748,67000
610,0.0345423390204,107.951502719,68100
620,0.036133062824,109.416652614,69200
630,0.0338769656746,110.925025823,70300
640,0.0349169476103,112.367996967,71400
650,0.0354146690909,113.825582836,72500
660,0.0345973455212,115.363648535,73600
670,0.0365355091587,116.820518279,74700
680,0.035717602818,118.366732252,75800
690,0.0366716012238,119.818763269,76900
700,0.0353949554573,121.2575196,78000
710,0.0364099372178,122.702635708,79100
720,0.0346467722349,124.215769504,80200
730,0.0350870802254,125.790881909,81300
740,0.0345832430643,127.328937112,82400
750,0.0358904095163,128.877798091,83500
760,0.0373922209105,130.381097791,84600
770,0.0362683919635,131.890596802,85700
780,0.035289369645,133.772683094,86800
790,0.0371550072807,135.275050012,87900
800,0.038378643592,136.740053201,89000
810,0.0356780099599,138.209504599,90100
820,0.0373015732363,139.763978683,91200
830,0.0369155606157,141.304071763,92300
840,0.0374021837386,142.825852047,93400
850,0.0358267144977,144.323953583,94500
860,0.034607776261,145.817740714,95600
870,0.0367068974964,147.325217988,96700
880,0.0353016035063,149.201950061,97800
890,0.0367577091348,151.056313386,98900
900,0.0366281675428,152.514495049,100000
910,0.0366176750955,154.048489603,101100
920,0.0356897903582,155.651619232,102200
930,0.036505784411,157.140782538,103300
940,0.0368728214672,158.651138025,104400
950,0.0353253106229,160.415140079,105500
960,0.0371996885098,161.90348965,106600
970,0.036513424595,163.371325189,107700
980,0.0367051112574,164.923592861,108800
990,0.036755760476,166.490900742,109900
1000,0.0379952375993,168.156306505,111000
1010,0.0351911811605,169.915643095,112100
1020,0.0369644414098,171.739761216,113200
1030,0.0369571878403,173.186586959,114300
1040,0.0359623188011,174.643271292,115400
1050,0.0368660104084,176.098667198,116500
1060,0.0362283322078,177.585835482,117600
1070,0.0368187859629,179.072243361,118700
1080,0.0365202034101,181.172706682,119800
1090,0.0362902451489,182.903335824,120900
1100,0.0383014807324,184.360776106,122000
1110,0.0390083758021,185.85102528,123100
1120,0.0362941490522,187.296256233,124200
1130,0.0392868881391,189.02303687,125300
1140,0.036713647907,190.775076865,126400
1150,0.0379425216236,192.264066937,127500
1160,0.0375006433376,193.825499149,128600
1170,0.0369580125925,195.364240447,129700
1180,0.0387984293989,196.875400918,130800
1190,0.0369469600166,198.501424115,131900
1200,0.0395266924409,200.123678664,133000
1210,0.0385996683629,201.685983677,134100
1220,0.0386027333897,203.253149882,135200
1230,0.0399635039693,204.873553057,136300
1240,0.0381330182387,206.385594306,137400
1250,0.0380392669338,207.907873402,138500
1260,0.0384663067848,209.441136416,139600
1270,0.038849681931,211.02055505,140700
1280,0.0391285000462,212.603376165,141800
1290,0.0388627620004,214.11011279,142900
1300,0.0376301255209,215.67286369,144000
1310,0.0390581703292,217.176222728,145100
1320,0.0397644401985,218.775553237,146200
1330,0.0403108193904,220.312750423,147300
1340,0.038710538416,221.805957473,148400
1350,0.0408351200103,223.307383224,149500
1360,0.0413289070301,224.795768687,150600
1370,0.0378253362956,226.347360521,151700
1380,0.0388708272456,227.832586962,152800
1390,0.0391338285556,229.291847869,153900
1400,0.0365342729458,230.782721316,155000
1410,0.0405469757087,232.383048387,156100
1420,0.0382574449629,234.008488355,157200
1430,0.0392966169867,235.565839367,158300
1440,0.0401125981731,237.03529867,159400
1450,0.0383023756303,238.598755673,160500
