iterations,fitness,time,fevals
0,0.0309936562389,0.00257313399925,463
10,0.0408182468092,0.00494401699871,827
20,0.048713631224,0.00791200199819,1197
30,0.0510558461171,0.0100979679974,1568
40,0.056123888886,0.012239554997,1937
50,0.0589676685967,0.014382612997,2299
60,0.0625085769644,0.016721103997,2670
70,0.0723121333173,0.019019491996,3039
80,0.0720502873488,0.0208744039955,3410
90,0.0719518806678,0.0227275109955,3772
100,0.0761374155783,0.0244857859961,4130
110,0.0843312540247,0.0261411859974,4492
120,0.0849174264491,0.0279286259974,4860
130,0.0809080599893,0.0298349449968,5233
140,0.079427060881,0.0317457079964,5595
150,0.0793631766356,0.0342799349964,5964
160,0.0817665617747,0.0366335189974,6327
170,0.0838951719866,0.0383410749964,6688
180,0.0857344613713,0.0400944589965,7060
190,0.0884879077352,0.0419350929969,7427
200,0.0954346859799,0.0436001299986,7792
210,0.0956297209607,0.0452467769992,8162
220,0.0929346474395,0.0470804729994,8514
230,0.0870964753636,0.0494624309995,8880
240,0.0870279502093,0.0512255429985,9252
250,0.0887112038079,0.0530432379983,9630
260,0.0884130093771,0.0547497849984,9996
270,0.0912994759733,0.0564887989985,10366
280,0.0875258705325,0.0581846419991,10735
290,0.0856377080968,0.059824345999,11100
300,0.0866432290404,0.0614876279978,11460
310,0.0827707390389,0.063450767997,11829
320,0.0902309236847,0.0655617999964,12201
330,0.083263925585,0.0673737349971,12568
340,0.0855016015,0.069058584997,12944
350,0.0872311930092,0.0707012229959,13311
360,0.0923989608012,0.0723385769961,13681
370,0.0888583117477,0.0739419849961,14049
380,0.0842326661304,0.0756443349965,14409
390,0.0898112153893,0.0773752419973,14768
400,0.0925260561024,0.0793472609985,15139
410,0.0898550943953,0.081733736999,15510
420,0.0950715143909,0.0833589339982,15865
430,0.0891609512406,0.0851455109969,16231
440,0.088499065725,0.086956324998,16596
450,0.0935073995452,0.0885790189986,16957
460,0.0971846584586,0.090145721997,17327
470,0.0916976708434,0.0918686029963,17691
480,0.0912466864368,0.0935614869977,18053
490,0.0912466864368,0.0954064799971,18426
500,0.0902648077416,0.0973915109971,18797
510,0.0895436888735,0.0989856439974,19168
520,0.0896027816674,0.100633420998,19539
530,0.0936787816236,0.102250050999,19906
540,0.0902322224725,0.103888813997,20272
550,0.0897935756726,0.105546970997,20638
560,0.0954772504012,0.107298179999,21007
570,0.0870498453033,0.108976543999,21371
580,0.0852897437228,0.110555476998,21735
590,0.08618260444,0.112364212999,22103
600,0.0892068732215,0.113933949999,22471
610,0.0886471543892,0.115642618999,22838
620,0.0869362548493,0.117215626,23200
630,0.0902183131961,0.118725974999,23556
640,0.0898753681276,0.121115051999,23924
650,0.0855745750243,0.123220928999,24289
660,0.0837451618059,0.124853469999,24653
670,0.0873954915711,0.127012429,25025
680,0.0829913464299,0.12883464,25391
690,0.0828350436077,0.130494659999,25760
700,0.0846924787376,0.132351851998,26128
710,0.0873049802329,0.133911323999,26497
720,0.0835825006387,0.135553176,26865
730,0.0843903797371,0.137150814,27225
740,0.0853576367066,0.138831163,27596
750,0.0853576367066,0.143988544,27957
760,0.0785426905773,0.145617005001,28325
770,0.0790468219363,0.147207793001,28681
780,0.0787211595921,0.148776061002,29046
790,0.0817628527789,0.150434436002,29414
800,0.0857235002311,0.152001831002,29778
810,0.0809626206273,0.153832799002,30139
820,0.0797599014919,0.155509590002,30500
830,0.0758343491896,0.157212499003,30867
840,0.0819268628832,0.159637152003,31236
850,0.0767804438359,0.161478706004,31609
860,0.0795929042815,0.163304535003,31979
870,0.0789780612732,0.165061028003,32346
880,0.077688573326,0.166880101004,32712
890,0.0751029845919,0.168528669003,33078
900,0.077407724658,0.170262609003,33444
910,0.0748566337756,0.171980328003,33807
920,0.0774057404806,0.174219235003,34174
930,0.078604931331,0.176145734004,34537
940,0.0805443911615,0.177850424003,34910
950,0.0817601190469,0.179485555003,35270
960,0.0792702061726,0.181373690002,35630
970,0.0814202205026,0.183262591003,36005
980,0.0796089008277,0.185039608003,36373
