iterations,fitness,time,fevals
0,0.0189282094873,1.85389999388e-05,11
10,0.0187265879952,5.74250007048e-05,21
20,0.0186405077264,7.05620004737e-05,31
30,0.0186878764491,8.48790004966e-05,41
40,0.0190083461653,0.000100827999631,51
50,0.0196263618148,0.000118947000374,61
60,0.0198164021312,0.000133244000608,71
70,0.0199770661153,0.00015041700135,81
80,0.0210943001714,0.000161483001648,91
90,0.02174234928,0.00017457300055,101
100,0.0224758435554,0.000192515999515,111
110,0.0237435309716,0.000233095001022,121
120,0.0248171221448,0.000253564001468,131
130,0.0252295558141,0.000280843001747,141
140,0.0256907720735,0.000297661001241,151
150,0.0259517514413,0.000311671001327,161
160,0.0259734290499,0.00033658600114,171
170,0.0267867707021,0.00035848600055,181
180,0.0268087194046,0.000373074999516,191
190,0.0273548149874,0.000393004998841,201
200,0.0277258652338,0.000420094000219,211
210,0.0278080609047,0.000434493000284,221
220,0.028264378134,0.000460367000414,231
230,0.028264378134,0.000483210000311,241
240,0.028536398979,0.000509305999003,251
250,0.028946433015,0.000531117997525,261
260,0.0291651813154,0.000557674997253,271
270,0.0294820508992,0.00058307499603,281
280,0.0296511414456,0.000642011997115,291
290,0.0296942089695,0.000659808996716,301
300,0.0296942089695,0.000681988996803,311
310,0.0299595432529,0.000699761996657,321
320,0.0306203082544,0.000721009997505,331
330,0.0309590561554,0.000741611997,341
340,0.0309590561554,0.000763232997997,351
350,0.0309590561554,0.000784372998169,361
360,0.0309599098403,0.000805500998467,371
370,0.0311975617167,0.000826832998428,381
380,0.0316160370661,0.000847713998155,391
390,0.0318503973013,0.000869964997037,401
400,0.0320233455377,0.000892181997187,411
410,0.0323648278647,0.000913342997592,421
420,0.0323648278647,0.000965345996519,431
430,0.0326142936291,0.00100675999602,441
440,0.0328700578271,0.00102885699562,451
450,0.0329154921444,0.00107202999607,461
460,0.0329193656135,0.0010936089966,471
470,0.0331464982719,0.00111539099635,481
480,0.0332954017831,0.00113210999552,491
490,0.0332954017831,0.00115351599561,501
500,0.0332954017831,0.00117950499589,511
510,0.0332954017831,0.00120285899538,521
