iteration,MSE_train,MSE_test,acc_train,acc_tst,elapsed
0,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.263712654
10,0.170241286863,0.157232704403,0.659517426273,0.685534591195,2.375686449
20,0.156235607173,0.15407542603,0.686327077748,0.691823899371,4.535646887
30,0.170241286863,0.157232704403,0.659517426273,0.685534591195,6.523509238
40,0.170241286863,0.157232704403,0.659517426273,0.685534591195,8.473972238
50,0.169933957221,0.15723352632,0.659517426273,0.685534591195,10.728944774
60,0.170241286863,0.157232704403,0.659517426273,0.685534591195,12.704800903
70,0.170241286863,0.157232704403,0.659517426273,0.685534591195,15.031946962
80,0.170241286863,0.157232704403,0.659517426273,0.685534591195,17.170939621
90,0.170241286863,0.157232704403,0.659517426273,0.685534591195,19.168807862
100,0.170241286863,0.157232704403,0.659517426273,0.685534591195,21.13259828
110,0.168901003704,0.157232704403,0.662198391421,0.685534591195,23.17625046
120,0.170241286863,0.157232704403,0.659517426273,0.685534591195,25.343928238
130,0.170241286863,0.157232704403,0.659517426273,0.685534591195,27.352030953
140,0.170241286863,0.157232704403,0.659517426273,0.685534591195,29.491594179
150,0.170241286863,0.157232704403,0.659517426273,0.685534591195,31.781110226
160,0.168932828631,0.157274375896,0.662198391421,0.685534591195,33.939577448
170,0.170241286863,0.157232704403,0.659517426273,0.685534591195,35.916963528
180,0.170241286863,0.157232704403,0.659517426273,0.685534591195,37.96402083
190,0.170241286863,0.157232704403,0.659517426273,0.685534591195,39.863654094
200,0.170241286863,0.157232704403,0.659517426273,0.685534591195,41.945621073
210,0.170241286863,0.157232704403,0.659517426273,0.685534591195,44.030965254
220,0.170241286863,0.157232704403,0.659517426273,0.685534591195,46.106409546
230,0.170241286863,0.157232704403,0.659517426273,0.685534591195,48.074120904
240,0.170241286863,0.157232704403,0.659517426273,0.685534591195,49.942600928
250,0.170241286863,0.157232704403,0.659517426273,0.685534591195,51.903077937
260,0.170241286863,0.157232704403,0.659517426273,0.685534591195,53.8524521
270,0.170241286863,0.157232704403,0.659517426273,0.685534591195,55.841837219
280,0.170241286863,0.157232704403,0.659517426273,0.685534591195,57.767594129
290,0.170241286863,0.157232704403,0.659517426273,0.685534591195,59.85750403
300,0.170241286863,0.157232704403,0.659517426273,0.685534591195,61.856814761
310,0.170241286863,0.157232704403,0.659517426273,0.685534591195,63.894951073
320,0.170241286863,0.157232704403,0.659517426273,0.685534591195,65.867422916
330,0.170241286863,0.157232704403,0.659517426273,0.685534591195,67.862090062
340,0.170241286863,0.157232704403,0.659517426273,0.685534591195,69.804510847
350,0.170241286863,0.157232704403,0.659517426273,0.685534591195,71.785509842
360,0.170241286863,0.157232704403,0.659517426273,0.685534591195,73.837958769
370,0.170241286863,0.157232704403,0.659517426273,0.685534591195,75.900042359
380,0.170241286863,0.157232704403,0.659517426273,0.685534591195,77.832123924
390,0.170241286863,0.157232704403,0.659517426273,0.685534591195,79.769958216
400,0.170241286863,0.157232704403,0.659517426273,0.685534591195,81.754137944
410,0.170241286863,0.157232704403,0.659517426273,0.685534591195,83.79709912
420,0.170241286863,0.157232704403,0.659517426273,0.685534591195,85.706653685
430,0.170241286863,0.157232704403,0.659517426273,0.685534591195,87.654233574
440,0.170241286863,0.157232704403,0.659517426273,0.685534591195,89.729225508
450,0.170241286863,0.157232704403,0.659517426273,0.685534591195,91.690770555
460,0.170241286863,0.157232704403,0.659517426273,0.685534591195,93.687927358
470,0.170241286863,0.157232704403,0.659517426273,0.685534591195,95.672458462
480,0.170241286863,0.157232704403,0.659517426273,0.685534591195,97.693259451
490,0.170241286863,0.157232704403,0.659517426273,0.685534591195,99.711652695
500,0.170241286863,0.157232704403,0.659517426273,0.685534591195,101.640311832
510,0.170241286863,0.157232704403,0.659517426273,0.685534591195,103.63665119
520,0.170241286863,0.157232704403,0.659517426273,0.685534591195,105.630126412
530,0.170241286863,0.157232704403,0.659517426273,0.685534591195,107.662721095
540,0.170241286863,0.157232704403,0.659517426273,0.685534591195,109.634666804
