iteration,MSE_train,MSE_test,acc_train,acc_tst,elapsed
0,0.329758713137,0.342767295597,0.340482573727,0.314465408805,0.112852861
10,0.23552358286,0.20333249832,0.482573726542,0.572327044025,1.183388638
20,0.169337570146,0.16294848386,0.646112600536,0.666666666667,2.204763312
30,0.170241286863,0.157232704403,0.659517426273,0.685534591195,3.18341332
40,0.169214186219,0.157231079439,0.662198391421,0.685534591195,4.215273518
50,0.170241286863,0.157232704403,0.659517426273,0.685534591195,5.261095423
60,0.170241286863,0.157232704403,0.659517426273,0.685534591195,6.47020835
70,0.170241286863,0.157232704403,0.659517426273,0.685534591195,7.616015367
80,0.170241286863,0.157232704403,0.659517426273,0.685534591195,8.63175532
90,0.170241286863,0.157232704403,0.659517426273,0.685534591195,9.684997889
100,0.170241286863,0.157232704403,0.659517426273,0.685534591195,10.762579359
110,0.170241286863,0.157232704403,0.659517426273,0.685534591195,11.750455234
120,0.170241286863,0.157232704403,0.659517426273,0.685534591195,12.821088914
130,0.170241286863,0.157232704403,0.659517426273,0.685534591195,13.935645623
140,0.170241286863,0.157232704403,0.659517426273,0.685534591195,14.977667849
150,0.170241286863,0.157232704403,0.659517426273,0.685534591195,15.993854707
160,0.170241286863,0.157232704403,0.659517426273,0.685534591195,17.015747061
170,0.170241286863,0.157232704403,0.659517426273,0.685534591195,18.067809027
180,0.170241286863,0.157232704403,0.659517426273,0.685534591195,19.133418392
190,0.170241286863,0.157232704403,0.659517426273,0.685534591195,20.209947893
200,0.170241286863,0.157232704403,0.659517426273,0.685534591195,21.278185721
210,0.170241286863,0.157232704403,0.659517426273,0.685534591195,22.306938659
220,0.170241286863,0.157232704403,0.659517426273,0.685534591195,23.54102236
230,0.170241286863,0.157232704403,0.659517426273,0.685534591195,24.609369122
240,0.170241286863,0.157232704403,0.659517426273,0.685534591195,25.608501931
250,0.170241286863,0.157232704403,0.659517426273,0.685534591195,26.617466369
260,0.170241286863,0.157232704403,0.659517426273,0.685534591195,27.642598066
270,0.170241286863,0.157232704403,0.659517426273,0.685534591195,28.64106481
280,0.170241286863,0.157232704403,0.659517426273,0.685534591195,29.672146565
290,0.170241286863,0.157232704403,0.659517426273,0.685534591195,30.688716897
300,0.170241286863,0.157232704403,0.659517426273,0.685534591195,31.724593477
310,0.170241286863,0.157232704403,0.659517426273,0.685534591195,32.743758941
320,0.170241286863,0.157232704403,0.659517426273,0.685534591195,33.776082804
330,0.170241286863,0.157232704403,0.659517426273,0.685534591195,34.855324634
340,0.170241286863,0.157232704403,0.659517426273,0.685534591195,35.930209757
350,0.170241286863,0.157232704403,0.659517426273,0.685534591195,36.975463828
360,0.170241286863,0.157232704403,0.659517426273,0.685534591195,38.021972936
370,0.170241286863,0.157232704403,0.659517426273,0.685534591195,39.017227924
380,0.170241286863,0.157232704403,0.659517426273,0.685534591195,40.025854141
390,0.170241286863,0.157232704403,0.659517426273,0.685534591195,41.047997628
400,0.170241286863,0.157232704403,0.659517426273,0.685534591195,42.038670803
410,0.170241286863,0.157232704403,0.659517426273,0.685534591195,43.063744112
420,0.170241286863,0.157232704403,0.659517426273,0.685534591195,44.058143487
430,0.170241286863,0.157232704403,0.659517426273,0.685534591195,45.071786683
440,0.170241286863,0.157232704403,0.659517426273,0.685534591195,46.107089736
450,0.170241286863,0.157232704403,0.659517426273,0.685534591195,47.108435949
460,0.170241286863,0.157232704403,0.659517426273,0.685534591195,48.18696393
470,0.170241286863,0.157232704403,0.659517426273,0.685534591195,49.298922435
480,0.170241286863,0.157232704403,0.659517426273,0.685534591195,50.351379733
490,0.170241286863,0.157232704403,0.659517426273,0.685534591195,51.493049726
500,0.170241286863,0.157232704403,0.659517426273,0.685534591195,52.604141459
510,0.170241286863,0.157232704403,0.659517426273,0.685534591195,53.826429009
520,0.170241286863,0.157232704403,0.659517426273,0.685534591195,54.874426507
530,0.170241286863,0.157232704403,0.659517426273,0.685534591195,55.898443073
540,0.170241286863,0.157232704403,0.659517426273,0.685534591195,56.921824273
550,0.170241286863,0.157232704403,0.659517426273,0.685534591195,58.01857774
560,0.170241286863,0.157232704403,0.659517426273,0.685534591195,59.039198769
570,0.170241286863,0.157232704403,0.659517426273,0.685534591195,60.06607551
580,0.170241286863,0.157232704403,0.659517426273,0.685534591195,61.099001334
590,0.170241286863,0.157232704403,0.659517426273,0.685534591195,62.131343026
600,0.170241286863,0.157232704403,0.659517426273,0.685534591195,63.185092729
610,0.170241286863,0.157232704403,0.659517426273,0.685534591195,64.212482014
620,0.170241286863,0.157232704403,0.659517426273,0.685534591195,65.200795249
630,0.170241286863,0.157232704403,0.659517426273,0.685534591195,66.172702908
640,0.170241286863,0.157232704403,0.659517426273,0.685534591195,67.148065988
650,0.170241286863,0.157232704403,0.659517426273,0.685534591195,68.187096611
660,0.170241286863,0.157232704403,0.659517426273,0.685534591195,69.221394633
670,0.170241286863,0.157232704403,0.659517426273,0.685534591195,70.231182011
680,0.170241286863,0.157232704403,0.659517426273,0.685534591195,71.234271579
690,0.170241286863,0.157232704403,0.659517426273,0.685534591195,72.258895151
700,0.170241286863,0.157232704403,0.659517426273,0.685534591195,73.269807847
710,0.170241286863,0.157232704403,0.659517426273,0.685534591195,74.288839386
720,0.170241286863,0.157232704403,0.659517426273,0.685534591195,75.28825733
730,0.170241286863,0.157232704403,0.659517426273,0.685534591195,76.278965093
740,0.170241286863,0.157232704403,0.659517426273,0.685534591195,77.31061019
750,0.170241286863,0.157232704403,0.659517426273,0.685534591195,78.298054968
