iteration,MSE_train,MSE_test,acc_train,acc_tst,elapsed
0,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.013264674
10,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.067681738
20,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.123118795
30,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.174135289
40,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.223382797
50,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.272523658
60,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.314744424
70,0.170241286863,0.157232704403,0.659517426273,0.685534591195,0.353309266
80,0.17024127858,0.157232704402,0.659517426273,0.685534591195,0.39172893
90,0.17024127858,0.157232704402,0.659517426273,0.685534591195,0.43174913
100,0.17024127858,0.157232704402,0.659517426273,0.685534591195,0.47332367
110,0.170240354287,0.157232704401,0.659517426273,0.685534591195,0.522018684
120,0.170212846143,0.157232704392,0.659517426273,0.685534591195,0.571545019
130,0.169676867779,0.157232737743,0.659517426273,0.685534591195,0.624767762
140,0.169676867779,0.157232737743,0.659517426273,0.685534591195,0.667599853
150,0.169662483008,0.157232737748,0.659517426273,0.685534591195,0.717570702
160,0.16964493013,0.157232737148,0.659517426273,0.685534591195,0.767862973
170,0.16964493013,0.157232737148,0.659517426273,0.685534591195,0.80842176
180,0.16964493013,0.157232737148,0.659517426273,0.685534591195,0.847868969
190,0.169604951971,0.157232730459,0.659517426273,0.685534591195,0.891792736
200,0.170223354772,0.15723270443,0.659517426273,0.685534591195,0.932309072
210,0.169604951971,0.157232730459,0.659517426273,0.685534591195,0.976427622
220,0.169575677448,0.157232734396,0.659517426273,0.685534591195,1.016822138
230,0.169551008101,0.157232719944,0.659517426273,0.685534591195,1.057675189
240,0.169503146199,0.157232715762,0.659517426273,0.685534591195,1.102916285
250,0.169503146199,0.157232715762,0.659517426273,0.685534591195,1.144429962
260,0.169497679622,0.157232718369,0.659517426273,0.685534591195,1.183545842
270,0.169795650716,0.157232734254,0.659517426273,0.685534591195,1.226588234
280,0.169455828126,0.157232734253,0.659517426273,0.685534591195,1.266500511
290,0.169455828126,0.157232734253,0.659517426273,0.685534591195,1.313827115
